lang_name	ID	lx_all	lx_all_correct	is_corrected
semalur	1341	mè dèta		FALSE
semalur	1347/1348	maihai		FALSE
semalur	1349	bahaì lêvò		FALSE
semalur	1350	masaré		FALSE
semalur	1356	sêtípí		FALSE
semalur	1357	dé'ó		FALSE
semalur	1358	dé'ó		FALSE
semalur	1359	dí'ó		FALSE
semalur	1362	déró'amin		FALSE
semalur	1363	dé'a		FALSE
semalur	1365	déro'ita		FALSE
semalur	1365	ita		FALSE
semalur	1366	déō'	dèō'	TRUE
semalur	1364/1367/1368	ngai		FALSE
semalur	1369/1370	dé'ó ínàm boné		FALSE
semalur	1373/1374	dí'ó ínàm boné		FALSE
semalur	1375/1376	ngai ínàm boné		FALSE
semalur	1378	dé'á ínàm boné		FALSE
semalur	1379	itaja		FALSE
semalur	1380	aré'a		FALSE
semalur	1382	isarai édé		FALSE
semalur	1383	nja'í		FALSE
semalur	1385	akân		FALSE
semalur	1385/1386	nja'èdè		FALSE
semalur	1388	erè		FALSE
semalur	1389	mèro'i		FALSE
semalur	1394	bàlàl		FALSE
semalur	1394	bàlàl		FALSE
semalur	1394	bàlàl		FALSE
semalur	1394	bàlàl		FALSE
semalur	1394	bàlàl		FALSE
semalur	1394	bàlàl		FALSE
semalur	1394	bàlàl		FALSE
semalur	1398	melawa		FALSE
semalur	1402	boengi		FALSE
semalur	1402	boengi		FALSE
semalur	1402	boengi		FALSE
semalur	1406	taoen		FALSE
semalur	1407	moesin		FALSE
semalur	1408	doemaar		FALSE
semalur	1409	ba'àloe		FALSE
semalur	1411	inàng èré		FALSE
semalur	1412/1413	amon		FALSE
semalur	1416	nèntja		FALSE
semalur	1417	sékadjàb doel		FALSE
semalur	1418	sori bálál		FALSE
semalur	1419	sodí bongí		FALSE
semalur	1420	bálál éré		FALSE
semalur	1422	dêmán		FALSE
semalur	1423	dêvongí		FALSE
semalur	1425	atêloe bàlál		FALSE
semalur	1426	da'èn²		FALSE
semalur	1427	ènkên omai		FALSE
semalur	1428	ngàng		FALSE
semalur	1429	bahaì		FALSE
semalur	1431	oetara		FALSE
semalur	1432	baràt daja		FALSE
semalur	1432	selatan		FALSE
semalur	1433	tìmor		FALSE
semalur	1434	baràt		FALSE
semalur	1435	ibílàng		FALSE
semalur	1436	anawàn		FALSE
semalur	1437	mè dèta		FALSE
semalur	1437	tai lawa		FALSE
semalur	1439	mè dèta		FALSE
semalur	1440	mè arof		FALSE
semalur	1440	taialeuh		FALSE
semalur	1441	mè arof		FALSE
semalur	1441	tai toōr		FALSE
semalur	1442/1443	teoli man deeh		FALSE
semalur	1442/1443	lemtoe mijeu̠h		FALSE
semalur	1442/1443	teně èrè leumtoe'		FALSE
semalur	1442/1443	sampai		FALSE
semalur	1445	markěn		FALSE
semalur	1446	téh		FALSE
semalur	1447	méh		FALSE
semalur	1448	ngawéloek		FALSE
semalur	1449	méh		FALSE
semalur	1450	mé baha		FALSE
semalur	1451	lepōl		FALSE
semalur	1452	angkân		FALSE
semalur	1453	ara'ó		FALSE
semalur	1454	dílinkêr		FALSE
semalur	1457	mè baha		FALSE
semalur	1458	nè baha		FALSE
semalur	1460	omai		FALSE
semalur	1461	obun		FALSE
semalur	1462	ojaèré		FALSE
semalur	1465	arabalí		FALSE
semalur	1466	têhur		FALSE
semalur	1467	kadang kadang		FALSE
semalur	1468	mano téhur		FALSE
semalur	1469	alè		FALSE
semalur	1470	sama		FALSE
semalur	1471	bah		FALSE
semalur	1472	nga		FALSE
semalur	1474	ba doemon		FALSE
semalur	1475	bírin		FALSE
semalur	1477			FALSE
semalur	1478	akên		FALSE
semalur	1479	kìro' kìronè		FALSE
semalur	1481	iëka		FALSE
semalur	1486	ba'on sara		FALSE
semalur	1522	ōkěn maoe tanam tìnava		FALSE
semalur	1523	tanâm aché ba tìnava		FALSE
semalur	1524	donai oehai mâmbajàr		FALSE
semalur	1525	oevajar alé bohong		FALSE
semalur	1526	wàngavàn djagàl mèh dèrò		FALSE
semalur	1527	ngai moevèli djàgàl tèh dèrò		FALSE
semalur	1528	itaja amè síma abé téh ràdjo		FALSE
semalur	1529	houveel danè doemaara'o parintah tèh ràdjo		FALSE
semalur	1530	bíloe èrè badai la'ó ébacho loean		FALSE
semalur	1530	bíloe èrè badai la'ó ébacho loean		FALSE
semalur	1531	houveel danè doemaara'ó ítèh ngàsin		FALSE
semalur	1532	badoe eureu tìti		FALSE
semalur	1532	omai dàlàn mètaàn		FALSE
semalur	1533	tio² bàlàl mé'ìta baha dothan hawalì bow		FALSE
semalur	1534	mèngì dave mahawalì balìhì àn koedò'oe		FALSE
semalur	1535	iga bàlàl matoewas olol		FALSE
semalur	1536	erè mèntig sìrahàn èdì'ò bah saho		FALSE
semalur	1537	erè doevo dalan		FALSE
semalur	1537	omài ita àsit		FALSE
semalur	1538	tjia amè sèdai mênnjantjan betì èrè		FALSE
semalur	1539	abé oedé wèh mànàssai ènèn		FALSE
semalur	1540	toetoe manoh mèh dè'a kadang kadang nga		FALSE
semalur	1541	itaja badai molì tarin nòh		FALSE
semalur	1542	tarin amè èrè daaro		FALSE
semalur	1543	ngàng màtai ràdjo amonèn pràng		FALSE
semalur	1544	itaja singa mênàng baha pràng		FALSE
semalur	1545	aria sêbab ìnung nja mehoon (akos)		FALSE
semalur	1546	nga mêsa ata sè dai mahanan donmò		FALSE
semalur	add_1	malàngoel	malàngoei	TRUE
semalur	add_2	moevong		FALSE
semalur	add_3	bahei 'an	bahei'an	TRUE
semalur	add_4	èntoh		FALSE
semalur	add_5	alilin		FALSE
semalur	add_6	dêta		FALSE
semalur	add_7	métoetoeng		FALSE
semalur	add_8	sapo		FALSE
semalur	add_9	olor		FALSE
semalur	add_10	sol		FALSE
semalur	add_11	maloeloe		FALSE
semalur	add_12	badàdat		FALSE
semalur	add_13	lili		FALSE
semalur	add_14	adewoeh		FALSE
semalur	add_15	siwo		FALSE
semalur	add_16	sapoe		FALSE
semalur	add_17	êngàn		FALSE
semalur	add_18	wèdè		FALSE
semalur	add_19	sèlamanè		FALSE
semalur	add_20	tawàs		FALSE
semalur	add_21	opioem		FALSE
semalur	add_22	boekanè		FALSE
semalur	add_23	màtaoet		FALSE
semalur	add_24	mahaman don		FALSE
semalur	add_25	an ètêloevêlèl		FALSE
semalur	add_26	soeko		FALSE
semalur	add_27	moelala		FALSE
semalur	add_28	toelàk baro		FALSE
semalur	add_29	bankoe		FALSE
semalur	add_30	maho ' it	maho'it	TRUE
semalur	add_31	longkop		FALSE
semalur	add_32	aloeloe		FALSE
semalur	add_33	siwoe		FALSE
semalur	add_33	diboeloe		FALSE
semalur	add_34	oewila		FALSE
semalur	add_35	mêlingkên		FALSE
semalur	add_36	wiriw		FALSE
semalur	add_37	mahèa		FALSE
semalur	add_38	masalani		FALSE
semalur	add_39	niladàt		FALSE
semalur	add_40	djandi		FALSE
semalur	add_41	tjinto		FALSE
semalur	add_42	têhur		FALSE
semalur	add_43	baling mè isè		FALSE
semalur	add_44	mêlàngàn		FALSE
semalur	add_45	diroeloe		FALSE
semalur	add_46	koepasi		FALSE
semalur	add_47	pa'ai		FALSE
semalur	add_48	kasanét		FALSE
semalur	add_49	toemèntèl		FALSE
semalur	add_50	atop		FALSE
semalur	add_51	oemibo		FALSE
semalur	add_51	mai oemibo		FALSE
semalur	add_52	sapoe		FALSE
semalur	add_53	inêmboenè		FALSE
semalur	add_54	bèsoempa		FALSE
semalur	add_55	sêbajang		FALSE
semalur	add_56	ijoep ijoep		FALSE
semalur	add_57	ijoep		FALSE
semalur	add_58	kile		FALSE
semalur	add_59	bêràkka		FALSE
semalur	add_60	tarin		FALSE
semalur	add_61	mamoenoe ahoi		FALSE
semalur	add_62	ouvoe		FALSE
semalur	add_63	mêngaoet		FALSE
semalur	add_64	tànggoeng		FALSE
semalur	add_65	samin màta		FALSE
semalur	add_66	abè		FALSE
semalur	add_67	poente ' él	poente'él	TRUE
semalur	add_68	daro daro		FALSE
semalur	add_68	doevo doevo		FALSE
semalur	add_69	gêdongàn		FALSE
semalur	add_70	oenkon		FALSE
semalur	add_71	nila		FALSE
semalur	add_72	témi		FALSE
semalur	add_73	moeroe ' ita	moeroe'ita	TRUE
semalur	add_74	boelè		FALSE
semalur	add_75	tè èrè		FALSE
semalur	add_76	têlo èrè		FALSE
semalur	add_77	sêkàtjàb		FALSE
semalur	add_78	tio' tio' bàlàl		FALSE
semalur	add_79	mèngângtjêloeàn		FALSE
semalur	add_80	tambon soe		FALSE
semalur	add_81	balàpis	balàpís	TRUE
semalur	add_82	longkop		FALSE
semalur	add_83	intan		FALSE
semalur	add_84	ménipoe	ménípoe	TRUE
semalur	add_85	saring		FALSE
semalur	add_86	ràngon		FALSE
semalur	add_87	badjoedé		FALSE
semalur	add_88	ba		FALSE
semalur	add_89	soengo		FALSE
semalur	add_90	dosin		FALSE
semalur	add_91	mèsawa		FALSE
semalur	add_92	mot		FALSE
semalur	add_93	paning oelo		FALSE
semalur	add_94	sinojo wèh		FALSE
semalur	add_95	dêgongingàn		FALSE
semalur	add_96	boewajan		FALSE
semalur	add_97	don dainum		FALSE
semalur	add_98	télo sagê		FALSE
semalur	add_99	akos àté		FALSE
semalur	add_100	salah		FALSE
semalur	add_101	sapé		FALSE
semalur	add_102	malàng		FALSE
semalur	add_103	sapè		FALSE
semalur	add_104	moelia		FALSE
semalur	add_105	sa ' ou sa ' ou	sa'ou sa'ou	TRUE
semalur	add_106	kêndiri		FALSE
semalur	add_107	sêtéhurné		FALSE
semalur	add_108	tio tio		FALSE
semalur	add_109	tiba		FALSE
semalur	add_110	gênoh		FALSE
semalur	add_111	bàlàlraja		FALSE
semalur	add_112	binggi pala		FALSE
semalur	add_113	prêsèn		FALSE
semalur	add_114	aja'o aja'o		FALSE
semalur	add_115	élàn		FALSE
semalur	add_116	kàssoh		FALSE
semalur	add_117	haloes		FALSE
semalur	add_118	mahodong		FALSE
semalur	add_119	sàbàr		FALSE
semalur	add_120	enèn nawa		FALSE
semalur	add_121	pàrdé dêman		FALSE
semalur	add_122	bòbàngon		FALSE
semalur	add_123	sêlon		FALSE
semalur	add_124	ri'èl		FALSE
semalur	add_125	banoe ri'èl		FALSE
semalur	add_126	tani		FALSE
semalur	add_127	lilikni		FALSE
semalur	add_128	moedah		FALSE
semalur	add_129	daboe daboes		FALSE
semalur	add_130	koeroengàn		FALSE
semalur	add_131	abalé		FALSE
semalur	add_132	glas		FALSE
semalur	add_133	tàmbà		FALSE
semalur	add_133	bàndàr		FALSE
semalur	add_134	boenén boenèn		FALSE
semalur	add_135	bêrètawa		FALSE
semalur	add_136	rí'èl		FALSE
semalur	add_136	roepí'a		FALSE
semalur	add_137	boeloer		FALSE
semalur	add_138	sot		FALSE
semalur	add_139	siloo		FALSE
semalur	add_140	manéba		FALSE
semalur	add_141	waranoe bàgai bàgai		FALSE
semalur	add_142	pèsàndiàn		FALSE
semalur	add_143	tòhébok		FALSE
semalur	add_144	mêhèjèhèjè		FALSE
semalur	add_145	roemboe roemboe		FALSE
semalur	add_146	gantong		FALSE
semalur	add_147	tandatangan		FALSE
semalur	add_148	napsoe		FALSE
semalur	add_149	abilang anàwàn		FALSE
semalur	add_150	nga		FALSE
semalur	add_151	tolong		FALSE
semalur	add_152	ni'àtnè		FALSE
semalur	add_153	hàrâp		FALSE
semalur	add_154	orip		FALSE
semalur	add_155	sitanoh		FALSE
semalur	add_156	séwo		FALSE
semalur	add_157	tio'ata		FALSE
semalur	add_158	ditoehè		FALSE
semalur	add_159	tilong		FALSE
semalur	add_160	daawát		FALSE
semalur	add_161	dilawàn		FALSE
semalur	add_162	ngiboetoe		FALSE
semalur	add_163	mênoempàng		FALSE
semalur	add_164	màngasili		FALSE
semalur	add_165	laleu		FALSE
semalur	add_166	agêmè		FALSE
semalur	add_167	bachaian		FALSE
semalur	add_168	moeràha		FALSE
semalur	add_169	talitjaoe		FALSE
semalur	add_170	djaloer		FALSE
semalur	add_171	gêdong		FALSE
semalur	add_172	bènting		FALSE
semalur	add_173	soerou		FALSE
semalur	add_174	djirat		FALSE
semalur	add_175	lonè		FALSE
semalur	add_176	ili		FALSE
semalur	add_177	mengadoe		FALSE
semalur	add_178	bahajàn		FALSE
semalur	add_179	sàpé		FALSE
semalur	add_180	kalobàng		FALSE
semalur	add_181	goeting		FALSE
semalur	add_182	koewa		FALSE
semalur	add_183	soenkit		FALSE
semalur	add_184	lengel badoe		FALSE
semalur	add_185	gouw		FALSE
semalur	add_186	gêdi		FALSE
semalur	add_186	koeri		FALSE
semalur	add_187	tin		FALSE
semalur	add_188	padomàn		FALSE
semalur	add_189	atoenè		FALSE
semalur	add_190	aho'i		FALSE
semalur	add_191	longkop		FALSE
semalur	add_192	glis		FALSE
semalur	add_193	avosi		FALSE
semalur	add_194	wéh péràk		FALSE
semalur	add_195	sítólí		FALSE
semalur	add_196	banoe mansiloe		FALSE
semalur	add_197	ngàng		FALSE
semalur	add_198	alisi		FALSE
semalur	add_199	têto àté nit		FALSE
semalur	add_200	atoerie		FALSE
semalur	add_201	manjatoerie		FALSE
semalur	add_202	bêlàs		FALSE
semalur	add_203	mamès		FALSE
semalur	add_204	alingaling		FALSE
semalur	add_205	sàndàr		FALSE
semalur	add_206	alévàn		FALSE
semalur	add_207	mêntoelani bàtjo		FALSE
semalur	add_208	marí'in		FALSE
semalur	add_209	laboetani		FALSE
semalur	add_210	ènèn		FALSE
semalur	add_211	rènda		FALSE
semalur	add_212	kitjo màtà		FALSE
semalur	add_213	soelot		FALSE
semalur	add_214	palawan		FALSE
semalur	add_215	goedàng		FALSE
semalur	add_216	mêdi'in		FALSE
semalur	add_217	màrmor		FALSE
semalur	add_218	avin		FALSE
semalur	add_219	tapong		FALSE
semalur	add_220	nidalahanè		FALSE
semalur	add_221	lapé		FALSE
semalur	add_222	maligé		FALSE
semalur	add_223	malilin		FALSE
semalur	add_224	malaleu		FALSE
semalur	add_225	bèrè'è		FALSE
semalur	add_226	màngol màngol		FALSE
semalur	add_227	kling		FALSE
semalur	add_228	amoenoe ate		FALSE
semalur	add_229	an têhèbàllal		FALSE
semalur	add_230	mè tédai		FALSE
semalur	add_231	sedang		FALSE
semalur	add_232	pamoera		FALSE
semalur	add_233	bêtilenjàng		FALSE
semalur	add_234	satàbàn		FALSE
semalur	add_235	roegie		FALSE
semalur	add_236	njànpikin		FALSE
semalur	add_237	talon		FALSE
semalur	add_238	marinpê ' èl	marinpê'èl	TRUE
semalur	add_239	vèrloe		FALSE
semalur	add_240	sêlamanèh bah		FALSE
semalur	add_241	bow pala		FALSE
semalur	add_242	goenonè		FALSE
semalur	add_243	tíràm		FALSE
semalur	add_244	gàtja		FALSE
semalur	add_245	nírísé		FALSE
semalur	add_246	díkintjo		FALSE
semalur	add_247	gàndjir		FALSE
semalur	add_248	atarí àkàl		FALSE
semalur	add_249	gàntjir		FALSE
semalur	add_250	kiro-kiro		FALSE
semalur	add_251	inàng bàlàlia		FALSE
semalur	add_252	an màlaboe		FALSE
semalur	add_253	bàh nedih		FALSE
semalur	add_254	madedé ' in	madedé'in	TRUE
semalur	add_255	mènsíboeha		FALSE
semalur	add_256	tarimo		FALSE
semalur	add_257	bêlàk		FALSE
semalur	add_257	ta ' on	ta'on	TRUE
semalur	add_258	roeroe		FALSE
semalur	add_259	roeroe		FALSE
semalur	add_260	roeroe		FALSE
semalur	add_261	ivolok		FALSE
semalur	add_262	abajoe		FALSE
semalur	add_263	mavin		FALSE
semalur	add_264	mèngamolong		FALSE
semalur	add_265	njamolong		FALSE
semalur	add_266	tèroiloengè		FALSE
semalur	add_267	mèsítabàn		FALSE
semalur	add_268	sitaban		FALSE
semalur	add_269	sa pàsàng		FALSE
semalur	add_270	moetí ' ara	moetí'ara	TRUE
semalur	add_271	idjou		FALSE
semalur	add_272	abé-abé		FALSE
semalur	add_273	oetoi		FALSE
semalur	add_274	sawali		FALSE
semalur	add_275	bêrêpoe		FALSE
semalur	add_276	a ' on a ' on	a'on a'on	TRUE
semalur	add_277	tongga		FALSE
semalur	add_278	bamè		FALSE
semalur	add_279	lantjà sjavêlà		FALSE
semalur	add_280	níraboei		FALSE
semalur	add_281	làmponè		FALSE
semalur	add_282	bàgàng		FALSE
semalur	add_283	lêbàng		FALSE
semalur	add_284	don mahi ' el	don mahi'el	TRUE
semalur	add_285	don aloes		FALSE
semalur	add_286	pietnè		FALSE
semalur	add_287	mêting		FALSE
semalur	add_288	malahàr		FALSE
semalur	add_289	hoekoer		FALSE
semalur	add_290	adil		FALSE
semalur	add_291	itoeng		FALSE
semalur	add_292	taropàn		FALSE
semalur	add_293	éloe ' àn	éloe'àn	TRUE
semalur	add_294	amoeri		FALSE
semalur	add_295	agêng		FALSE
semalur	add_296	awala màngoera		FALSE
semalur	add_297	mongol		FALSE
semalur	add_298	ní ' alo ' ien	ní'alo'ien	TRUE
semalur	add_299	linkàr		FALSE
semalur	add_300	màngàn rokó		FALSE
semalur	add_301	taropàn		FALSE
semalur	add_302	tinkap tjamèn		FALSE
semalur	add_303	panung ku ' àn	panung ku'àn	TRUE
semalur	add_304	ri ' èl nonna	ri'èl nonna	TRUE
semalur	add_305	sol		FALSE
semalur	add_306	koenting		FALSE
semalur	add_307	alí ' àn	alí'àn	TRUE
semalur	add_308	sêdí ' íe ' ê	sêdí'íe'ê	TRUE
semalur	add_309	malahili		FALSE
semalur	add_310	koeròp		FALSE
semalur	add_311	biloe		FALSE
semalur	add_312	mosiha		FALSE
semalur	add_313	toenkoel		FALSE
semalur	add_314	anàk hoentji		FALSE
semalur	add_315	hoentji		FALSE
semalur	add_316	dendeng oeloe		FALSE
semalur	add_317	longkap		FALSE
semalur	add_318	nànàm		FALSE
semalur	add_319	angêlàngêr		FALSE
semalur	add_320	tilong		FALSE
semalur	add_321	malí		FALSE
semalur	add_322	aloewàn		FALSE
semalur	add_324	nisongèn		FALSE
semalur	add_325	ajiran		FALSE
semalur	add_326	krosai		FALSE
semalur	add_327	malawàn		FALSE
semalur	add_323	maloeloe		FALSE
semalur	add_324	sìnàssá		FALSE
semalur	add_325	at op	atop	TRUE
semalur	add_326	kêtàp		FALSE
semalur	add_326	pêniti		FALSE
semalur	add_327	boeha		FALSE
semalur	add_328	samin		FALSE
semalur	add_329	mibélàh		FALSE
semalur	add_329	abêta '	abêta'	TRUE
semalur	add_330	mèdja		FALSE
semalur	add_331	ngedé ' in	ngedé'in	TRUE
semalur	add_332	kabênsi ' àn	kabênsi'àn	TRUE
semalur	add_333	bilàng		FALSE
semalur	add_334	olong		FALSE
semalur	add_335	èla mêria		FALSE
semalur	add_336	warna		FALSE
semalur	add_337	agêsi		FALSE
semalur	add_338	atêri		FALSE
semalur	add_339	malaleu		FALSE
semalur	add_340	ba ' idjin	ba'idjin	TRUE
semalur	add_341	mêndjago		FALSE
semalur	add_342	anoe roengàng		FALSE
semalur	add_343	èla		FALSE
semalur	add_344	doewabàngon		FALSE
semalur	add_345	goendalahàn		FALSE
semalur	add_346	bêdêawa		FALSE
semalur	add_347	mata ' o	mata'o	TRUE
semalur	add_348	sênàng		FALSE
semalur	add_349	haloewàr		FALSE
semalur	add_350	talójol		FALSE
semalur	add_351	ní ' ala	ní'ala	TRUE
semalur	add_352	ni intjit		FALSE
semalur	add_353	pompa		FALSE
semalur	add_354	asolo		FALSE
semalur	add_355	mamêlé male		FALSE
semalur	add_356	bàngoen		FALSE
semalur	add_357	hoewa		FALSE
semalur	add_358	rada		FALSE
semalur	add_359	la'oet		FALSE
semalur	add_360	bàlàl boewàssi		FALSE
semalur	add_361	palong		FALSE
semalur	add_362	bibi		FALSE
semalur	add_363	lillé		FALSE
semalur	add_364	dila'oet		FALSE
semalur	add_365	mênibatoe		FALSE
semalur	add_366	lawàn		FALSE
semalur	add_367	boebàgé		FALSE
semalur	add_368	tàhàn		FALSE
semalur	add_369	tabênêm		FALSE
semalur	add_370	boenta		FALSE
semalur	add_371	balé		FALSE
semalur	add_372	nèngàmpon		FALSE
semalur	add_373	mêtoevai		FALSE
semalur	add_374	bawé bêlawa		FALSE
semalur	add_375	nivotàn		FALSE
semalur	add_376	avêli		FALSE
semalur	add_377	asélo		FALSE
semalur	add_378	avité		FALSE
semalur	add_379	sêditarin		FALSE
semalur	add_380	tidàk		FALSE
semalur	add_381	mêlisé mari ' in	mêlisé mari'in	TRUE
semalur	add_382	avótàn		FALSE
semalur	add_383	sorong		FALSE
semalur	add_384	patago		FALSE
semalur	add_385	navé		FALSE
semalur	add_386	oetani		FALSE
semalur	add_387	lilikné		FALSE
semalur	add_388	boeràka		FALSE
semalur	add_389	njabil		FALSE
semalur	add_390	kêpàndai'àn		FALSE
semalur	add_391	tídouw		FALSE
semalur	add_392	médi in avèràt		FALSE
semalur	add_393	blàl ahoei		FALSE
semalur	add_394	malokot lokot		FALSE
semalur	add_395	hélan		FALSE
semalur	add_396	magéa		FALSE
semalur	add_397	lapé badó		FALSE
semalur	add_398	oentoeng		FALSE
semalur	add_399	mêgé 'a	mêgé'a	TRUE
semalur	add_400	mé among		FALSE
semalur	add_401	alisi		FALSE
semalur	add_402	anàk ahoi		FALSE
semalur	add_403	mahankam		FALSE
semalur	add_404	ta'oeti		FALSE
semalur	add_405	tanda ahoi		FALSE
semalur	add_406	hikir		FALSE
semalur	add_407	asit		FALSE
semalur	add_408	kipè		FALSE
semalur	add_409	oepaingè		FALSE
semalur	add_410	bà'àl		FALSE
semalur	add_411	mèlawàn		FALSE
semalur	add_412	ongong		FALSE
semalur	add_413	lèpoel balìhi		FALSE
semalur	add_414	boeajàn		FALSE
semalur	add_415	tanàng		FALSE
semalur	add_416	mandéra ataré		FALSE
semalur	add_417	batoelàn		FALSE
semalur	add_418	bàngsàr		FALSE
semalur	add_419	wéh batoe		FALSE
semalur	add_420	maharì gìwa		FALSE
semalur	add_421	gêrgàdji		FALSE
semalur	add_422	toeroen		FALSE
semalur	add_423	kojo		FALSE
semalur	add_424	sabon		FALSE
semalur	add_425	malim		FALSE
semalur	add_426	anàk biloe		FALSE
semalur	add_427	anàm sàgé		FALSE
semalur	add_428	sink		FALSE
semalur	add_429	hoeoeel doné leuntoe mè' oeloe loewan èrè		FALSE
semalur	add_432	dalan èrè maré' in bawa laoet <?> enggè simaralé		FALSE
semalur	add_437	ananō'ba' karadja ananō' toemataeun isè leuheun		FALSE
semalur	add_430	ba'eung aro, ngahè' doewa djam, ngahè' hoelang hè sagé	ba' eung aro, ngahè' doewa djam, ngahè' hoelang hè sagé	TRUE
semalur	add_431	hoeveel tainé delò' èndé, atasan té delo' sefacha		FALSE
semalur	add_433	ba'on, dalan aheloe, afeloe loewan sitò', bacha dhelo'		FALSE
semalur	add_434	engga batoe mè' èbacha leuheu èrè, arasi mian tā eup		FALSE
semalur	add_434	engga batoe mè' èbacha leuheu èrè, arasi mian tā eup		FALSE
semalur	add_435	ma lahal, moenda ma'minoem		FALSE
semalur	add_436	ifalan datoe' endè, toean nga' endé, ba' nialé dia		FALSE
semalur	add_438	èdéhoe bo' ōn aho mali, akoè ámo, akosisiané toelang		FALSE
sigulesalang	1	bangkaj		FALSE
sigulesalang	2	d(o)ekoe (oeleè)		FALSE
sigulesalang	3	moeka		FALSE
sigulesalang	4	mata <eukeu?>	mata	TRUE
sigulesalang	6	boe doehoe		FALSE
sigulesalang	7	tepa		FALSE
sigulesalang	8	tindai		FALSE
sigulesalang	9	koekoejoe		FALSE
sigulesalang	11	mata		FALSE
sigulesalang	13	boe mata		FALSE
sigulesalang	15	boe sunget		FALSE
sigulesalang	17	mangélé elo mata		FALSE
sigulesalang	18	nichoe		FALSE
sigulesalang	20	bèngó		FALSE
sigulesalang	21	kāsàng, gasang		FALSE
sigulesalang	22	bàfa'		FALSE
sigulesalang	25	bivi		FALSE
sigulesalang	26	béfé		FALSE
sigulesalang	27	choemi		FALSE
sigulesalang	28	djangkoewi		FALSE
sigulesalang	29	imbi		FALSE
sigulesalang	30	djangowi, djambé		FALSE
sigulesalang	31	nila, leula'		FALSE
sigulesalang	32	langi²		FALSE
sigulesalang	33	nifĕu		FALSE
sigulesalang	34	boa		FALSE
sigulesalang	36	naetō'		FALSE
sigulesalang	37	alekoem		FALSE
sigulesalang	38	nòkae		FALSE
sigulesalang	41/42	tòtò', dòtò'		FALSE
sigulesalang	43	naleu		FALSE
sigulesalang	45	dòtò'		FALSE
sigulesalang	46	soesoe, mangoe		FALSE
sigulesalang	48	tòtòh		FALSE
sigulesalang	50	roesoe, tèmanoeng		FALSE
sigulesalang	52	mata enden		FALSE
sigulesalang	53	bétoea		FALSE
sigulesalang	54	betoewa		FALSE
sigulesalang	55	betoewa idété		FALSE
sigulesalang	56	emlacha		FALSE
sigulesalang	57	koedé		FALSE
sigulesalang	60	euehialoes		FALSE
sigulesalang	61	oechen		FALSE
sigulesalang	63	dété		FALSE
sigulesalang	65	galifi		FALSE
sigulesalang	66	teula galifi		FALSE
sigulesalang	68	lāmang		FALSE
sigulesalang	70	oeajong		FALSE
sigulesalang	72	metaj		FALSE
sigulesalang	73	taj		FALSE
sigulesalang	75	eutoe		FALSE
sigulesalang	76	baoen		FALSE
sigulesalang	77	boetoe		FALSE
sigulesalang	78	toejoe		FALSE
sigulesalang	82	chaidameu iteuteu		FALSE
sigulesalang	83	mechiĕl		FALSE
sigulesalang	84	kakē		FALSE
sigulesalang	84	kakē		FALSE
sigulesalang	86	kahé		FALSE
sigulesalang	88	kalung² kahé		FALSE
sigulesalang	89	laloea kahé		FALSE
sigulesalang	91	matamboehoen		FALSE
sigulesalang	93	gaai		FALSE
sigulesalang	97	dangan		FALSE
sigulesalang	99	bafa kèchè		FALSE
sigulesalang	100	matai ae		FALSE
sigulesalang	102	laloe dangan		FALSE
sigulesalang	105	nono danga		FALSE
sigulesalang	107	tĕnĕp (denop), dènĕp		FALSE
sigulesalang	108	indo danga		FALSE
sigulesalang	109	enoe teloe		FALSE
sigulesalang	111	nono danga		FALSE
sigulesalang	112	nono dangan		FALSE
sigulesalang	115	deula		FALSE
sigulesalang	116	dōe		FALSE
sigulesalang	117	énalan		FALSE
sigulesalang	118	koenggå		FALSE
sigulesalang	121	bébé		FALSE
sigulesalang	122/123	boe, boe'ō'/ō'		FALSE
sigulesalang	122/123	soelò'		FALSE
sigulesalang	124	ating		FALSE
sigulesalang	125	nilo		FALSE
sigulesalang	126	nifoefoei		FALSE
sigulesalang	128	manga		FALSE
sigulesalang	129	olōfō'		FALSE
sigulesalang	130	manginoe, anggouw gouw		FALSE
sigulesalang	131	anggalifō		FALSE
sigulesalang	132	angauwngouw		FALSE
sigulesalang	133	motola aboewo		FALSE
sigulesalang	134	baō'²		FALSE
sigulesalang	135	oengå		FALSE
sigulesalang	137	adéeu		FALSE
sigulesalang	138	meulheu		FALSE
sigulesalang	140	beesipat		FALSE
sigulesalang	143	oemoedō'		FALSE
sigulesalang	144	oeméndo		FALSE
sigulesalang	145	mofaneu laita		FALSE
sigulesalang	148	meuleut²		FALSE
sigulesalang	149	toemataō'		FALSE
sigulesalang	150	toemataō'		FALSE
sigulesalang	151	toemataō'		FALSE
sigulesalang	152	besélō'		FALSE
sigulesalang	153	bernang		FALSE
sigulesalang	154	mondi		FALSE
sigulesalang	156	kelau, kakap		FALSE
sigulesalang	157	ni kajoen		FALSE
sigulesalang	158	soeara'		FALSE
sigulesalang	159	dého		FALSE
sigulesalang	160	foeundoe		FALSE
sigulesalang	161	toematawa		FALSE
sigulesalang	163	mèèi		FALSE
sigulesalang	165	toematawa		FALSE
sigulesalang	166	moeheung		FALSE
sigulesalang	168	oemoentah		FALSE
sigulesalang	169	baeuna		FALSE
sigulesalang	170	dĕhò'		FALSE
sigulesalang	172	adĕau		FALSE
sigulesalang	173	oe deuteu		FALSE
sigulesalang	177	hanghō		FALSE
